image,leaf area,lesion area,percentage of leaf area
Xg_03_post.jpeg,1020922,267218,0.26174183728041905
Xg_05_post.jpeg,1024670,185299,0.180837733123835
Xg_02_post.jpeg,1172696,329611,0.28107113864121647
Xg_04_post.jpeg,1106603,214108,0.19348221539251204
Xg_01_post.jpeg,1327311,247651,0.18658098968516046
Xg_06_post.jpeg,1024513,185415,0.18097866986558492
