image,leaf area,lesion area,percentage of leaf area
Xg_03_post.jpeg,1020922,267218,26.174183728041907
Xg_05_post.jpeg,1024670,185299,18.0837733123835
Xg_02_post.jpeg,1172696,329611,28.107113864121647
Xg_04_post.jpeg,1106603,214108,19.348221539251202
Xg_01_post.jpeg,1327311,247651,18.658098968516043
Xg_06_post.jpeg,1024513,185415,18.097866986558493
